"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","113","testGetTitle","Surefire suite","Thu Oct 09 18:20:08 UTC 2025","passed","Thu Oct 09 18:20:08 UTC 2025","automatiom.tests.tests.elements.text_box.ElementsPageTest","Surefire test","automatiom.tests.tests.elements.text_box.ElementsPageTest","testGetTitle"
"","2529","testVerifyTextBoxForm","Surefire suite","Thu Oct 09 18:27:10 UTC 2025","passed","Thu Oct 09 18:27:12 UTC 2025","automatiom.tests.tests.elements.text_box.ElementsPageTest","Surefire test","automatiom.tests.tests.elements.text_box.ElementsPageTest","testVerifyTextBoxForm"
"","828","testVerifyTextBox","Surefire suite","Thu Oct 09 18:24:47 UTC 2025","passed","Thu Oct 09 18:24:47 UTC 2025","automatiom.tests.tests.elements.text_box.ElementsPageTest","Surefire test","automatiom.tests.tests.elements.text_box.ElementsPageTest","testVerifyTextBox"
"","508","testGoToElementsPage","Surefire suite","Thu Oct 09 18:22:27 UTC 2025","passed","Thu Oct 09 18:22:28 UTC 2025","automatiom.tests.tests.elements.text_box.ElementsPageTest","Surefire test","automatiom.tests.tests.elements.text_box.ElementsPageTest","testGoToElementsPage"
