"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2606","testVerifyTextBoxForm","Surefire suite","Thu Oct 09 18:47:57 UTC 2025","passed","Thu Oct 09 18:47:59 UTC 2025","automatiom.tests.tests.elements.text_box.ElementsPageTest","Surefire test","automatiom.tests.tests.elements.text_box.ElementsPageTest","testVerifyTextBoxForm"
"","2543","testVerifyTextBox","Surefire suite","Thu Oct 09 18:46:52 UTC 2025","passed","Thu Oct 09 18:46:54 UTC 2025","automatiom.tests.tests.elements.text_box.ElementsPageTest","Surefire test","automatiom.tests.tests.elements.text_box.ElementsPageTest","testVerifyTextBox"
"","450","testGoToElementsPage","Surefire suite","Thu Oct 09 18:46:49 UTC 2025","passed","Thu Oct 09 18:46:50 UTC 2025","automatiom.tests.tests.elements.text_box.ElementsPageTest","Surefire test","automatiom.tests.tests.elements.text_box.ElementsPageTest","testGoToElementsPage"
"","139","testGetTitle","Surefire suite","Thu Oct 09 18:46:47 UTC 2025","passed","Thu Oct 09 18:46:47 UTC 2025","automatiom.tests.tests.elements.text_box.ElementsPageTest","Surefire test","automatiom.tests.tests.elements.text_box.ElementsPageTest","testGetTitle"
